  1.0000000e+000  1.0000000e+000  1.0000000e+000
  0.0000000e+000  0.0000000e+000  6.2500000e-001
  0.0000000e+000  0.0000000e+000  6.8750000e-001
  0.0000000e+000  0.0000000e+000  7.5000000e-001
  0.0000000e+000  0.0000000e+000  8.1250000e-001
  0.0000000e+000  0.0000000e+000  8.7500000e-001
  0.0000000e+000  0.0000000e+000  9.3750000e-001
  0.0000000e+000  0.0000000e+000  1.0000000e+000
  0.0000000e+000  6.2500000e-002  1.0000000e+000
  0.0000000e+000  1.2500000e-001  1.0000000e+000
  0.0000000e+000  1.8750000e-001  1.0000000e+000
  0.0000000e+000  2.5000000e-001  1.0000000e+000
  0.0000000e+000  3.1250000e-001  1.0000000e+000
  0.0000000e+000  3.7500000e-001  1.0000000e+000
  0.0000000e+000  4.3750000e-001  1.0000000e+000
  0.0000000e+000  5.0000000e-001  1.0000000e+000
  0.0000000e+000  5.6250000e-001  1.0000000e+000
  0.0000000e+000  6.2500000e-001  1.0000000e+000
  0.0000000e+000  6.8750000e-001  1.0000000e+000
  0.0000000e+000  7.5000000e-001  1.0000000e+000
  0.0000000e+000  8.1250000e-001  1.0000000e+000
  0.0000000e+000  8.7500000e-001  1.0000000e+000
  0.0000000e+000  9.3750000e-001  1.0000000e+000
  0.0000000e+000  1.0000000e+000  1.0000000e+000
  6.2500000e-002  1.0000000e+000  9.3750000e-001
  1.2500000e-001  1.0000000e+000  8.7500000e-001
  1.8750000e-001  1.0000000e+000  8.1250000e-001
  2.5000000e-001  1.0000000e+000  7.5000000e-001
  3.1250000e-001  1.0000000e+000  6.8750000e-001
  3.7500000e-001  1.0000000e+000  6.2500000e-001
  4.3750000e-001  1.0000000e+000  5.6250000e-001
  5.0000000e-001  1.0000000e+000  5.0000000e-001
  5.6250000e-001  1.0000000e+000  4.3750000e-001
  6.2500000e-001  1.0000000e+000  3.7500000e-001
  6.8750000e-001  1.0000000e+000  3.1250000e-001
  7.5000000e-001  1.0000000e+000  2.5000000e-001
  8.1250000e-001  1.0000000e+000  1.8750000e-001
  8.7500000e-001  1.0000000e+000  1.2500000e-001
  9.3750000e-001  1.0000000e+000  6.2500000e-002
  1.0000000e+000  1.0000000e+000  0.0000000e+000
  1.0000000e+000  9.3750000e-001  0.0000000e+000
  1.0000000e+000  8.7500000e-001  0.0000000e+000
  1.0000000e+000  8.1250000e-001  0.0000000e+000
  1.0000000e+000  7.5000000e-001  0.0000000e+000
  1.0000000e+000  6.8750000e-001  0.0000000e+000
  1.0000000e+000  6.2500000e-001  0.0000000e+000
  1.0000000e+000  5.6250000e-001  0.0000000e+000
  1.0000000e+000  5.0000000e-001  0.0000000e+000
  1.0000000e+000  4.3750000e-001  0.0000000e+000
  1.0000000e+000  3.7500000e-001  0.0000000e+000
  1.0000000e+000  3.1250000e-001  0.0000000e+000
  1.0000000e+000  2.5000000e-001  0.0000000e+000
  1.0000000e+000  1.8750000e-001  0.0000000e+000
  1.0000000e+000  1.2500000e-001  0.0000000e+000
  1.0000000e+000  6.2500000e-002  0.0000000e+000
  1.0000000e+000  0.0000000e+000  0.0000000e+000
  9.3750000e-001  0.0000000e+000  0.0000000e+000
  8.7500000e-001  0.0000000e+000  0.0000000e+000
  8.1250000e-001  0.0000000e+000  0.0000000e+000
  7.5000000e-001  0.0000000e+000  0.0000000e+000
  6.8750000e-001  0.0000000e+000  0.0000000e+000
  6.2500000e-001  0.0000000e+000  0.0000000e+000
  5.6250000e-001  0.0000000e+000  0.0000000e+000
  5.0000000e-001  0.0000000e+000  0.0000000e+000
